1,224,3,7,64,112,2,2.5,0,0.50795
2,56,64,1,64,56,1,0,0.16819,0.46263
3,56,64,3,192,56,1,1,0.46263,0.78104
4,28,192,1,96,28,1,0,0.44773,0.4479
5,28,192,1,16,28,1,0,0.44773,0.2235
6,28,192,1,64,28,1,0,0.44773,0.39539
7,28,96,3,128,28,1,1,0.4479,0.56404
8,28,16,5,32,28,1,2,0.2235,0.56669
9,28,192,1,32,28,1,0,0.17617,0.5196
10,28,256,1,128,28,1,0,0.51666,0.55038
11,28,256,1,32,28,1,0,0.51666,0.42644
12,28,256,1,128,28,1,0,0.51666,0.79524
13,28,128,3,192,28,1,1,0.55038,0.87695
14,28,32,5,96,28,1,2,0.42644,0.89092
15,28,256,1,64,28,1,0,0.19323,0.8324
16,14,480,1,96,14,1,0,0.60454,0.45604
17,14,480,1,16,14,1,0,0.60454,0.32302
18,14,480,1,192,14,1,0,0.60454,0.75257
19,14,96,3,208,14,1,1,0.45604,0.86153
20,14,16,5,48,14,1,2,0.32302,0.7859
21,14,480,1,64,14,1,0,0.27255,0.85351
22,14,512,1,112,14,1,0,0.81258,0.41921
23,14,512,1,24,14,1,0,0.81258,0.3126
24,14,512,1,160,14,1,0,0.81258,0.45415
25,14,112,3,224,14,1,1,0.41921,0.58684
26,14,24,5,64,14,1,2,0.3126,0.65885
27,14,512,1,64,14,1,0,0.52507,0.64691
28,14,512,1,128,14,1,0,0.56188,0.49496
29,14,512,1,24,14,1,0,0.56188,0.42149
30,14,512,1,128,14,1,0,0.56188,0.51385
31,14,128,3,256,14,1,1,0.49496,0.65075
32,14,24,5,64,14,1,2,0.42149,0.66116
33,14,512,1,64,14,1,0,0.24935,0.70312
34,14,512,1,144,14,1,0,0.62436,0.61335
35,14,512,1,32,14,1,0,0.62436,0.43616
36,14,512,1,112,14,1,0,0.62436,0.70145
37,14,144,3,288,14,1,1,0.61335,0.79598
38,14,32,5,64,14,1,2,0.43616,0.81679
39,14,512,1,64,14,1,0,0.34701,0.86487
40,14,528,1,160,14,1,0,0.78681,0.41313
41,14,528,1,32,14,1,0,0.78681,0.34645
42,14,528,1,256,14,1,0,0.78681,0.80816
43,14,160,3,320,14,1,1,0.41313,0.85828
44,14,32,5,128,14,1,2,0.34645,0.817
45,14,528,1,128,14,1,0,0.56732,0.79955
46,7,832,1,160,7,1,0,0.63326,0.40529
47,7,832,1,32,7,1,0,0.63326,0.36527
48,7,832,1,256,7,1,0,0.63326,0.60979
49,7,160,3,320,7,1,1,0.40529,0.73172
50,7,32,5,128,7,1,2,0.36527,0.75541
51,7,832,1,128,7,1,0,0.33007,0.7002
52,7,832,1,192,7,1,0,0.693,0.74558
53,7,832,1,48,7,1,0,0.693,0.59445
54,7,832,1,384,7,1,0,0.693,0.85606
55,7,192,3,384,7,1,1,0.74558,0.83731
56,7,48,5,128,7,1,2,0.59445,0.86947
57,7,832,1,128,7,1,0,0.45658,0.9002
58,1,1024,1,1000,1,1,0,0.37238,0
